행정구역,2014년_계_총인구수,2014년_계_연령구간인구수,2014년_계_0~9세,2014년_계_10~19세,2014년_계_20~29세,2014년_계_30~39세,2014년_계_40~49세,2014년_계_50~59세,2014년_계_60~69세,2014년_계_70~79세,2014년_계_80~89세,2014년_계_90~99세,2014년_계_100세 이상,2014년_남_총인구수,2014년_남_연령구간인구수,2014년_남_0~9세,2014년_남_10~19세,2014년_남_20~29세,2014년_남_30~39세,2014년_남_40~49세,2014년_남_50~59세,2014년_남_60~69세,2014년_남_70~79세,2014년_남_80~89세,2014년_남_90~99세,2014년_남_100세 이상,2014년_여_총인구수,2014년_여_연령구간인구수,2014년_여_0~9세,2014년_여_10~19세,2014년_여_20~29세,2014년_여_30~39세,2014년_여_40~49세,2014년_여_50~59세,2014년_여_60~69세,2014년_여_70~79세,2014년_여_80~89세,2014년_여_90~99세,2014년_여_100세 이상,2015년_계_총인구수,2015년_계_연령구간인구수,2015년_계_0~9세,2015년_계_10~19세,2015년_계_20~29세,2015년_계_30~39세,2015년_계_40~49세,2015년_계_50~59세,2015년_계_60~69세,2015년_계_70~79세,2015년_계_80~89세,2015년_계_90~99세,2015년_계_100세 이상,2015년_남_총인구수,2015년_남_연령구간인구수,2015년_남_0~9세,2015년_남_10~19세,2015년_남_20~29세,2015년_남_30~39세,2015년_남_40~49세,2015년_남_50~59세,2015년_남_60~69세,2015년_남_70~79세,2015년_남_80~89세,2015년_남_90~99세,2015년_남_100세 이상,2015년_여_총인구수,2015년_여_연령구간인구수,2015년_여_0~9세,2015년_여_10~19세,2015년_여_20~29세,2015년_여_30~39세,2015년_여_40~49세,2015년_여_50~59세,2015년_여_60~69세,2015년_여_70~79세,2015년_여_80~89세,2015년_여_90~99세,2015년_여_100세 이상,2016년_계_총인구수,2016년_계_연령구간인구수,2016년_계_0~9세,2016년_계_10~19세,2016년_계_20~29세,2016년_계_30~39세,2016년_계_40~49세,2016년_계_50~59세,2016년_계_60~69세,2016년_계_70~79세,2016년_계_80~89세,2016년_계_90~99세,2016년_계_100세 이상,2016년_남_총인구수,2016년_남_연령구간인구수,2016년_남_0~9세,2016년_남_10~19세,2016년_남_20~29세,2016년_남_30~39세,2016년_남_40~49세,2016년_남_50~59세,2016년_남_60~69세,2016년_남_70~79세,2016년_남_80~89세,2016년_남_90~99세,2016년_남_100세 이상,2016년_여_총인구수,2016년_여_연령구간인구수,2016년_여_0~9세,2016년_여_10~19세,2016년_여_20~29세,2016년_여_30~39세,2016년_여_40~49세,2016년_여_50~59세,2016년_여_60~69세,2016년_여_70~79세,2016년_여_80~89세,2016년_여_90~99세,2016년_여_100세 이상,2017년_계_총인구수,2017년_계_연령구간인구수,2017년_계_0~9세,2017년_계_10~19세,2017년_계_20~29세,2017년_계_30~39세,2017년_계_40~49세,2017년_계_50~59세,2017년_계_60~69세,2017년_계_70~79세,2017년_계_80~89세,2017년_계_90~99세,2017년_계_100세 이상,2017년_남_총인구수,2017년_남_연령구간인구수,2017년_남_0~9세,2017년_남_10~19세,2017년_남_20~29세,2017년_남_30~39세,2017년_남_40~49세,2017년_남_50~59세,2017년_남_60~69세,2017년_남_70~79세,2017년_남_80~89세,2017년_남_90~99세,2017년_남_100세 이상,2017년_여_총인구수,2017년_여_연령구간인구수,2017년_여_0~9세,2017년_여_10~19세,2017년_여_20~29세,2017년_여_30~39세,2017년_여_40~49세,2017년_여_50~59세,2017년_여_60~69세,2017년_여_70~79세,2017년_여_80~89세,2017년_여_90~99세,2017년_여_100세 이상,2018년_계_총인구수,2018년_계_연령구간인구수,2018년_계_0~9세,2018년_계_10~19세,2018년_계_20~29세,2018년_계_30~39세,2018년_계_40~49세,2018년_계_50~59세,2018년_계_60~69세,2018년_계_70~79세,2018년_계_80~89세,2018년_계_90~99세,2018년_계_100세 이상,2018년_남_총인구수,2018년_남_연령구간인구수,2018년_남_0~9세,2018년_남_10~19세,2018년_남_20~29세,2018년_남_30~39세,2018년_남_40~49세,2018년_남_50~59세,2018년_남_60~69세,2018년_남_70~79세,2018년_남_80~89세,2018년_남_90~99세,2018년_남_100세 이상,2018년_여_총인구수,2018년_여_연령구간인구수,2018년_여_0~9세,2018년_여_10~19세,2018년_여_20~29세,2018년_여_30~39세,2018년_여_40~49세,2018년_여_50~59세,2018년_여_60~69세,2018년_여_70~79세,2018년_여_80~89세,2018년_여_90~99세,2018년_여_100세 이상,2019년_계_총인구수,2019년_계_연령구간인구수,2019년_계_0~9세,2019년_계_10~19세,2019년_계_20~29세,2019년_계_30~39세,2019년_계_40~49세,2019년_계_50~59세,2019년_계_60~69세,2019년_계_70~79세,2019년_계_80~89세,2019년_계_90~99세,2019년_계_100세 이상,2019년_남_총인구수,2019년_남_연령구간인구수,2019년_남_0~9세,2019년_남_10~19세,2019년_남_20~29세,2019년_남_30~39세,2019년_남_40~49세,2019년_남_50~59세,2019년_남_60~69세,2019년_남_70~79세,2019년_남_80~89세,2019년_남_90~99세,2019년_남_100세 이상,2019년_여_총인구수,2019년_여_연령구간인구수,2019년_여_0~9세,2019년_여_10~19세,2019년_여_20~29세,2019년_여_30~39세,2019년_여_40~49세,2019년_여_50~59세,2019년_여_60~69세,2019년_여_70~79세,2019년_여_80~89세,2019년_여_90~99세,2019년_여_100세 이상
경상남도 창원시 의창구 (4812100000),"258,250","258,250","22,235","32,789","37,109","38,153","48,058","44,914","20,110","10,489","3,926",442,25,"131,857","131,857","11,518","17,571","20,335","20,012","23,457","23,037","10,444","4,360","1,036",82,5,"126,393","126,393","10,717","15,218","16,774","18,141","24,601","21,877","9,666","6,129","2,890",360,20,"256,471","256,471","22,260","29,968","37,177","37,381","45,846","46,204","22,425","10,442","4,256",484,28,"130,853","130,853","11,430","16,034","20,539","19,620","22,392","23,575","11,575","4,413","1,171",99,5,"125,618","125,618","10,830","13,934","16,638","17,761","23,454","22,629","10,850","6,029","3,085",385,23,"252,435","252,435","21,650","27,368","36,967","35,789","43,888","46,690","24,425","10,578","4,527",522,31,"128,719","128,719","11,145","14,588","20,406","18,836","21,500","23,790","12,507","4,552","1,295",96,4,"123,716","123,716","10,505","12,780","16,561","16,953","22,388","22,900","11,918","6,026","3,232",426,27,"253,349","253,349","21,593","26,055","36,949","35,298","42,617","47,744","26,467","11,174","4,858",561,33,"129,036","129,036","11,162","13,841","20,402","18,534","21,074","24,135","13,434","4,949","1,403",98,4,"124,313","124,313","10,431","12,214","16,547","16,764","21,543","23,609","13,033","6,225","3,455",463,29,"252,896","252,896","21,342","24,648","36,393","34,857","40,956","48,623","28,428","11,903","5,069",649,28,"128,759","128,759","10,999","13,079","20,180","18,374","20,423","24,272","14,416","5,398","1,505",108,5,"124,137","124,137","10,343","11,569","16,213","16,483","20,533","24,351","14,012","6,505","3,564",541,23,"258,582","258,582","21,618","24,167","36,221","35,356","40,846","50,293","31,221","12,699","5,426",703,32,"131,544","131,544","11,150","12,752","20,065","18,608","20,520","24,858","15,882","5,936","1,641",126,6,"127,038","127,038","10,468","11,415","16,156","16,748","20,326","25,435","15,339","6,763","3,785",577,26
경상남도 창원시 성산구 (4812300000),"238,414","238,414","22,704","35,183","36,756","35,357","47,943","40,510","12,257","5,248","2,169",272,15,"122,188","122,188","11,774","18,869","20,418","17,866","22,572","21,402","6,672","2,024",531,56,4,"116,226","116,226","10,930","16,314","16,338","17,491","25,371","19,108","5,585","3,224","1,638",216,11,"234,399","234,399","21,775","32,721","36,687","33,985","45,797","41,753","13,890","5,172","2,315",290,14,"120,090","120,090","11,304","17,486","20,370","17,428","21,440","21,880","7,491","2,078",558,51,4,"114,309","114,309","10,471","15,235","16,317","16,557","24,357","19,873","6,399","3,094","1,757",239,10,"231,571","231,571","21,054","30,407","36,825","32,752","44,103","42,792","15,406","5,385","2,521",311,15,"118,468","118,468","10,859","16,202","20,469","16,895","20,590","22,312","8,221","2,239",621,56,4,"113,103","113,103","10,195","14,205","16,356","15,857","23,513","20,480","7,185","3,146","1,900",255,11,"227,942","227,942","19,716","28,546","36,303","31,910","41,944","43,846","16,993","5,717","2,608",344,15,"116,518","116,518","10,114","15,241","20,063","16,666","19,664","22,471","9,088","2,478",660,68,5,"111,424","111,424","9,602","13,305","16,240","15,244","22,280","21,375","7,905","3,239","1,948",276,10,"227,337","227,337","19,080","26,916","35,848","32,225","39,992","44,941","19,076","6,163","2,725",352,19,"116,199","116,199","9,790","14,353","19,683","16,969","18,932","22,619","10,273","2,750",743,82,5,"111,138","111,138","9,290","12,563","16,165","15,256","21,060","22,322","8,803","3,413","1,982",270,14,"220,945","220,945","17,985","24,814","34,045","30,790","37,768","44,567","21,149","6,559","2,846",402,20,"112,865","112,865","9,200","13,213","18,858","16,275","17,950","22,057","11,407","3,027",789,84,5,"108,080","108,080","8,785","11,601","15,187","14,515","19,818","22,510","9,742","3,532","2,057",318,15
경상남도 창원시 마산합포구 (4812500000),"182,223","182,223","13,783","18,473","21,973","25,530","28,355","33,336","21,913","13,414","4,837",560,49,"90,945","90,945","7,084","9,684","12,112","13,643","14,547","16,085","10,603","5,621","1,454",102,10,"91,278","91,278","6,699","8,789","9,861","11,887","13,808","17,251","11,310","7,793","3,383",458,39,"181,670","181,670","14,088","17,266","21,589","25,136","27,841","32,569","23,949","13,442","5,135",600,55,"90,533","90,533","7,233","9,051","11,859","13,448","14,386","15,728","11,516","5,634","1,566",101,11,"91,137","91,137","6,855","8,215","9,730","11,688","13,455","16,841","12,433","7,808","3,569",499,44,"181,797","181,797","14,208","16,289","21,417","24,919","27,564","31,970","25,442","13,780","5,493",656,59,"90,716","90,716","7,329","8,528","11,713","13,323","14,289","15,605","12,225","5,880","1,679",131,14,"91,081","91,081","6,879","7,761","9,704","11,596","13,275","16,365","13,217","7,900","3,814",525,45,"181,917","181,917","14,232","15,721","21,125","24,407","27,171","31,563","26,567","14,435","5,916",720,60,"90,772","90,772","7,388","8,212","11,634","12,964","14,164","15,365","12,821","6,227","1,839",144,14,"91,145","91,145","6,844","7,509","9,491","11,443","13,007","16,198","13,746","8,208","4,077",576,46,"180,535","180,535","13,908","14,995","20,580","23,477","26,454","31,274","27,548","15,203","6,249",791,56,"89,925","89,925","7,205","7,794","11,310","12,405","13,899","15,280","13,207","6,657","1,999",155,14,"90,610","90,610","6,703","7,201","9,270","11,072","12,555","15,994","14,341","8,546","4,250",636,42,"177,784","177,784","13,294","14,281","19,739","21,977","25,838","30,425","28,720","15,953","6,620",875,62,"88,457","88,457","6,921","7,464","10,821","11,659","13,561","14,965","13,696","7,059","2,120",176,15,"89,327","89,327","6,373","6,817","8,918","10,318","12,277","15,460","15,024","8,894","4,500",699,47
경상남도 창원시 마산회원구 (4812700000),"214,291","214,291","18,371","25,375","26,991","31,184","37,097","37,928","22,360","11,359","3,247",354,25,"108,615","108,615","9,599","13,615","14,729","16,238","18,833","18,626","10,996","4,996",909,69,5,"105,676","105,676","8,772","11,760","12,262","14,946","18,264","19,302","11,364","6,363","2,338",285,20,"211,791","211,791","18,071","23,853","26,457","29,823","36,395","37,495","24,226","11,516","3,546",378,31,"107,245","107,245","9,489","12,726","14,499","15,589","18,492","18,429","11,797","5,113","1,035",71,5,"104,546","104,546","8,582","11,127","11,958","14,234","17,903","19,066","12,429","6,403","2,511",307,26,"210,791","210,791","17,871","22,671","26,538","28,914","35,623","37,391","25,506","11,944","3,896",406,31,"106,469","106,469","9,346","12,011","14,549","15,100","17,985","18,525","12,303","5,373","1,202",70,5,"104,322","104,322","8,525","10,660","11,989","13,814","17,638","18,866","13,203","6,571","2,694",336,26,"203,926","203,926","16,393","21,356","25,458","26,496","34,145","36,331","26,563","12,608","4,108",434,34,"102,876","102,876","8,545","11,277","13,993","13,885","17,307","17,995","12,747","5,729","1,312",80,6,"101,050","101,050","7,848","10,079","11,465","12,611","16,838","18,336","13,816","6,879","2,796",354,28,"199,457","199,457","15,387","20,386","24,561","24,848","32,689","36,063","27,243","13,346","4,434",465,35,"100,512","100,512","8,022","10,738","13,504","13,053","16,569","17,901","13,010","6,146","1,468",94,7,"98,945","98,945","7,365","9,648","11,057","11,795","16,120","18,162","14,233","7,200","2,966",371,28,"193,807","193,807","14,165","19,213","23,253","22,819","31,137","35,417","28,288","14,068","4,876",533,38,"97,453","97,453","7,384","10,106","12,774","12,020","15,790","17,637","13,493","6,451","1,683",107,8,"96,354","96,354","6,781","9,107","10,479","10,799","15,347","17,780","14,795","7,617","3,193",426,30
경상남도 창원시 진해구 (4812900000),"181,990","181,990","22,551","21,436","19,817","33,010","30,800","25,777","15,465","9,452","3,303",363,16,"92,925","92,925","11,640","11,271","10,928","17,111","16,513","12,801","7,605","3,974","1,008",71,3,"89,065","89,065","10,911","10,165","8,889","15,899","14,287","12,976","7,860","5,478","2,295",292,13,"185,733","185,733","22,813","21,218","20,226","32,807","31,887","26,247","16,959","9,580","3,574",406,16,"94,926","94,926","11,819","11,112","11,189","17,098","17,040","13,096","8,328","4,062","1,105",73,4,"90,807","90,807","10,994","10,106","9,037","15,709","14,847","13,151","8,631","5,518","2,469",333,12,"187,313","187,313","22,664","21,080","20,155","32,015","32,523","26,523","18,086","9,921","3,877",452,17,"95,701","95,701","11,727","11,009","11,169","16,686","17,322","13,355","8,866","4,246","1,229",88,4,"91,612","91,612","10,937","10,071","8,986","15,329","15,201","13,168","9,220","5,675","2,648",364,13,"189,898","189,898","22,243","21,220","20,302","31,436","33,241","27,003","19,387","10,318","4,255",471,22,"96,965","96,965","11,442","11,022","11,258","16,390","17,748","13,603","9,508","4,519","1,379",92,4,"92,933","92,933","10,801","10,198","9,044","15,046","15,493","13,400","9,879","5,799","2,876",379,18,"193,376","193,376","21,828","21,433","20,547","31,065","33,842","27,910","20,673","10,879","4,627",549,23,"98,724","98,724","11,296","11,071","11,464","16,049","18,136","14,069","10,153","4,830","1,539",112,5,"94,652","94,652","10,532","10,362","9,083","15,016","15,706","13,841","10,520","6,049","3,088",437,18,"193,622","193,622","20,766","21,145","20,685","29,157","34,561","28,364","21,940","11,392","5,001",591,20,"98,943","98,943","10,809","10,893","11,630","15,121","18,335","14,508","10,703","5,123","1,686",129,6,"94,679","94,679","9,957","10,252","9,055","14,036","16,226","13,856","11,237","6,269","3,315",462,14
경상남도 진주시 (4817000000),"340,241","340,241","30,588","44,052","42,430","45,679","58,857","54,426","32,492","22,171","8,495",987,64,"168,480","168,480","16,053","23,591","23,311","22,730","29,194","26,716","15,498","8,883","2,261",231,12,"171,761","171,761","14,535","20,461","19,119","22,949","29,663","27,710","16,994","13,288","6,234",756,52,"344,426","344,426","31,591","41,981","43,502","45,636","58,990","55,070","35,057","22,278","9,113","1,140",68,"170,506","170,506","16,511","22,381","23,890","22,825","29,323","27,061","16,670","9,085","2,486",263,11,"173,920","173,920","15,080","19,600","19,612","22,811","29,667","28,009","18,387","13,193","6,627",877,57,"346,739","346,739","31,733","40,276","44,205","45,500","58,720","55,656","36,998","22,623","9,755","1,204",69,"171,855","171,855","16,575","21,351","24,413","22,849","29,103","27,492","17,685","9,410","2,712",251,14,"174,884","174,884","15,158","18,925","19,792","22,651","29,617","28,164","19,313","13,213","7,043",953,55,"346,681","346,681","30,744","38,863","44,706","44,383","57,722","56,248","38,884","23,437","10,298","1,319",77,"171,801","171,801","16,108","20,603","24,640","22,360","28,698","27,632","18,618","9,901","2,975",248,18,"174,880","174,880","14,636","18,260","20,066","22,023","29,024","28,616","20,266","13,536","7,323","1,071",59,"345,987","345,987","29,994","37,502","44,680","43,470","56,216","56,737","40,713","24,229","10,940","1,428",78,"171,321","171,321","15,702","19,786","24,606","21,962","27,944","27,940","19,539","10,330","3,225",268,19,"174,666","174,666","14,292","17,716","20,074","21,508","28,272","28,797","21,174","13,899","7,715","1,160",59,"347,334","347,334","29,583","36,203","44,857","42,617","55,190","57,919","42,700","24,952","11,627","1,604",82,"171,834","171,834","15,396","19,106","24,687","21,576","27,508","28,505","20,479","10,783","3,467",307,20,"175,500","175,500","14,187","17,097","20,170","21,041","27,682","29,414","22,221","14,169","8,160","1,297",62
경상남도 통영시 (4822000000),"139,439","139,439","14,050","15,127","14,155","21,580","23,276","23,506","14,596","9,435","3,341",342,31,"70,639","70,639","7,217","7,880","7,639","11,601","12,494","11,746","7,269","3,800",936,50,7,"68,800","68,800","6,833","7,247","6,516","9,979","10,782","11,760","7,327","5,635","2,405",292,24,"139,168","139,168","13,991","14,651","13,714","20,734","23,402","23,488","15,718","9,469","3,573",400,28,"70,360","70,360","7,145","7,623","7,436","11,014","12,667","11,720","7,782","3,885","1,019",62,7,"68,808","68,808","6,846","7,028","6,278","9,720","10,735","11,768","7,936","5,584","2,554",338,21,"138,160","138,160","13,707","14,118","13,404","19,793","23,245","23,309","16,802","9,487","3,848",421,26,"69,769","69,769","6,995","7,347","7,229","10,490","12,603","11,656","8,286","3,936","1,155",65,7,"68,391","68,391","6,712","6,771","6,175","9,303","10,642","11,653","8,516","5,551","2,693",356,19,"135,833","135,833","12,816","13,779","12,787","18,370","22,816","23,215","17,577","9,898","4,078",472,25,"68,528","68,528","6,529","7,178","6,924","9,685","12,371","11,635","8,665","4,212","1,249",71,9,"67,305","67,305","6,287","6,601","5,863","8,685","10,445","11,580","8,912","5,686","2,829",401,16,"133,720","133,720","11,854","13,493","12,477","16,983","22,184","23,276","18,233","10,439","4,222",536,23,"67,303","67,303","6,064","6,980","6,752","8,887","12,020","11,709","8,971","4,539","1,275",98,8,"66,417","66,417","5,790","6,513","5,725","8,096","10,164","11,567","9,262","5,900","2,947",438,15,"131,404","131,404","10,852","13,103","11,940","15,589","21,691","23,095","19,182","10,853","4,508",565,26,"66,053","66,053","5,468","6,796","6,484","8,095","11,781","11,708","9,403","4,833","1,376",101,8,"65,351","65,351","5,384","6,307","5,456","7,494","9,910","11,387","9,779","6,020","3,132",464,18
경상남도 사천시 (4824000000),"116,485","116,485","11,276","12,352","11,436","17,026","18,971","18,149","12,784","9,942","4,038",485,26,"58,392","58,392","5,775","6,633","6,457","8,916","10,329","9,143","6,069","3,917","1,065",84,4,"58,093","58,093","5,501","5,719","4,979","8,110","8,642","9,006","6,715","6,025","2,973",401,22,"115,452","115,452","10,936","11,847","11,397","15,934","18,811","18,100","13,677","9,911","4,254",558,27,"57,932","57,932","5,597","6,289","6,651","8,317","10,179","9,224","6,510","3,922","1,153",86,4,"57,520","57,520","5,339","5,558","4,746","7,617","8,632","8,876","7,167","5,989","3,101",472,23,"114,912","114,912","10,640","11,421","11,390","15,113","18,687","18,291","14,236","9,890","4,616",598,30,"57,698","57,698","5,471","6,018","6,694","7,887","10,088","9,371","6,800","3,979","1,296",90,4,"57,214","57,214","5,169","5,403","4,696","7,226","8,599","8,920","7,436","5,911","3,320",508,26,"114,252","114,252","10,202","11,037","11,484","14,357","18,528","18,308","14,689","10,017","4,941",663,26,"57,476","57,476","5,250","5,785","6,768","7,537","10,008","9,447","7,040","4,091","1,443",103,4,"56,776","56,776","4,952","5,252","4,716","6,820","8,520","8,861","7,649","5,926","3,498",560,22,"113,888","113,888","9,597","10,809","11,560","13,679","18,378","18,546","15,126","10,306","5,166",692,29,"57,394","57,394","4,939","5,626","6,890","7,218","9,886","9,638","7,269","4,288","1,534",101,5,"56,494","56,494","4,658","5,183","4,670","6,461","8,492","8,908","7,857","6,018","3,632",591,24,"111,925","111,925","8,779","10,506","11,108","12,669","17,926","18,613","15,568","10,519","5,474",739,24,"56,451","56,451","4,545","5,432","6,653","6,738","9,597","9,740","7,515","4,428","1,678",119,6,"55,474","55,474","4,234","5,074","4,455","5,931","8,329","8,873","8,053","6,091","3,796",620,18
경상남도 김해시 (4825000000),"527,240","527,240","59,221","74,204","62,829","83,761","105,725","77,073","35,208","21,197","7,230",745,47,"266,361","266,361","30,388","38,991","33,605","41,587","53,319","40,669","17,251","8,395","2,007",140,9,"260,879","260,879","28,833","35,213","29,224","42,174","52,406","36,404","17,957","12,802","5,223",605,38,"528,865","528,865","58,416","71,345","64,166","80,399","105,372","80,421","38,687","21,387","7,808",813,51,"267,227","267,227","29,872","37,460","34,492","40,137","52,938","42,377","18,995","8,610","2,186",151,9,"261,638","261,638","28,544","33,885","29,674","40,262","52,434","38,044","19,692","12,777","5,622",662,42,"529,422","529,422","56,891","68,658","65,608","77,481","104,162","83,551","41,720","21,899","8,501",894,57,"267,513","267,513","29,014","35,990","35,318","38,922","52,015","44,064","20,616","8,962","2,429",170,13,"261,909","261,909","27,877","32,668","30,290","38,559","52,147","39,487","21,104","12,937","6,072",724,44,"532,132","532,132","54,732","66,974","67,291","74,935","102,731","86,880","45,330","22,965","9,229","1,005",60,"268,959","268,959","27,891","35,082","36,304","37,908","51,169","45,562","22,641","9,521","2,666",201,14,"263,173","263,173","26,841","31,892","30,987","37,027","51,562","41,318","22,689","13,444","6,563",804,46,"533,672","533,672","52,453","65,146","68,370","72,978","100,004","90,848","48,629","24,231","9,810","1,135",68,"269,736","269,736","26,695","34,093","36,947","37,034","49,758","47,371","24,518","10,176","2,918",206,20,"263,936","263,936","25,758","31,053","31,423","35,944","50,246","43,477","24,111","14,055","6,892",929,48,"542,455","542,455","52,118","63,248","69,424","72,893","99,618","94,675","53,138","25,286","10,680","1,296",79,"274,336","274,336","26,542","33,114","37,535","37,298","49,591","48,905","27,026","10,794","3,258",251,22,"268,119","268,119","25,576","30,134","31,889","35,595","50,027","45,770","26,112","14,492","7,422","1,045",57
경상남도 밀양시 (4827000000),"107,765","107,765","6,732","10,533","10,731","11,226","15,691","20,338","15,061","12,076","4,884",461,32,"52,759","52,759","3,439","5,666","6,068","5,939","8,214","10,160","7,138","4,644","1,388",101,2,"55,006","55,006","3,293","4,867","4,663","5,287","7,477","10,178","7,923","7,432","3,496",360,30,"107,896","107,896","6,774","9,937","10,495","11,043","15,307","20,383","16,285","11,796","5,308",533,35,"52,786","52,786","3,452","5,293","6,001","5,801","8,081","10,163","7,738","4,584","1,563",108,2,"55,110","55,110","3,322","4,644","4,494","5,242","7,226","10,220","8,547","7,212","3,745",425,33,"108,354","108,354","6,838","9,373","10,421","10,950","14,860","20,505","17,369","11,764","5,664",575,35,"52,992","52,992","3,450","4,945","5,991","5,733","7,803","10,268","8,297","4,678","1,713",113,1,"55,362","55,362","3,388","4,428","4,430","5,217","7,057","10,237","9,072","7,086","3,951",462,34,"107,898","107,898","6,626","9,024","10,183","10,510","14,308","20,149","18,375","11,937","6,068",682,36,"52,692","52,692","3,349","4,776","5,815","5,508","7,514","10,043","8,913","4,798","1,848",126,2,"55,206","55,206","3,277","4,248","4,368","5,002","6,794","10,106","9,462","7,139","4,220",556,34,"106,744","106,744","6,212","8,634","9,900","9,999","13,686","19,824","19,149","12,229","6,337",740,34,"52,161","52,161","3,168","4,514","5,687","5,250","7,244","9,904","9,282","5,062","1,904",143,3,"54,583","54,583","3,044","4,120","4,213","4,749","6,442","9,920","9,867","7,167","4,433",597,31,"105,552","105,552","5,936","8,155","9,540","9,334","13,281","19,394","19,990","12,334","6,706",844,38,"51,618","51,618","3,006","4,280","5,457","4,920","7,044","9,781","9,692","5,247","2,020",167,4,"53,934","53,934","2,930","3,875","4,083","4,414","6,237","9,613","10,298","7,087","4,686",677,34
경상남도 거제시 (4831000000),"248,287","248,287","31,650","31,368","28,977","48,267","45,602","33,848","15,347","8,918","3,789",496,25,"130,708","130,708","16,348","16,477","16,168","26,402","25,029","17,708","7,991","3,541",951,91,2,"117,579","117,579","15,302","14,891","12,809","21,865","20,573","16,140","7,356","5,377","2,838",405,23,"255,828","255,828","33,205","30,595","29,713","49,739","46,874","35,075","17,249","8,793","4,024",534,27,"135,281","135,281","17,143","16,094","16,701","27,372","25,755","18,527","9,000","3,557","1,031",97,4,"120,547","120,547","16,062","14,501","13,012","22,367","21,119","16,548","8,249","5,236","2,993",437,23,"257,183","257,183","33,408","29,864","28,596","48,893","47,601","36,141","18,982","8,857","4,252",557,32,"135,738","135,738","17,191","15,637","15,853","26,892","26,087","19,244","9,912","3,687","1,135",95,5,"121,445","121,445","16,217","14,227","12,743","22,001","21,514","16,897","9,070","5,170","3,117",462,27,"254,073","254,073","32,328","29,490","26,965","46,289","47,450","36,608","20,640","9,253","4,440",577,33,"133,467","133,467","16,675","15,435","14,808","25,151","25,911","19,350","10,854","3,982","1,194",103,4,"120,606","120,606","15,653","14,055","12,157","21,138","21,539","17,258","9,786","5,271","3,246",474,29,"250,516","250,516","30,656","28,905","25,861","43,235","46,882","37,480","22,392","9,805","4,641",625,34,"131,003","131,003","15,798","15,193","14,121","23,077","25,520","19,695","11,746","4,434","1,309",106,4,"119,513","119,513","14,858","13,712","11,740","20,158","21,362","17,785","10,646","5,371","3,332",519,30,"248,276","248,276","28,840","28,309","25,190","40,075","47,265","38,452","24,204","10,391","4,784",729,37,"130,141","130,141","14,871","14,902","13,955","21,378","25,773","20,241","12,690","4,817","1,388",122,4,"118,135","118,135","13,969","13,407","11,235","18,697","21,492","18,211","11,514","5,574","3,396",607,33
경상남도 양산시 (4833000000),"292,376","292,376","31,586","35,550","34,011","47,822","54,390","45,181","23,635","14,840","4,760",555,46,"147,189","147,189","16,248","18,670","18,068","24,050","27,561","23,342","11,440","6,198","1,485",122,5,"145,187","145,187","15,338","16,880","15,943","23,772","26,829","21,839","12,195","8,642","3,275",433,41,"301,291","301,291","32,623","34,726","35,653","47,704","55,221","47,480","26,583","15,297","5,333",632,39,"151,653","151,653","16,740","18,088","18,953","24,093","27,943","24,609","12,910","6,459","1,717",137,4,"149,638","149,638","15,883","16,638","16,700","23,611","27,278","22,871","13,673","8,838","3,616",495,35,"317,037","317,037","34,329","34,382","38,229","49,622","56,878","50,762","29,881","16,268","5,925",714,47,"159,503","159,503","17,580","17,821","20,404","25,242","28,605","26,264","14,579","6,882","1,972",149,5,"157,534","157,534","16,749","16,561","17,825","24,380","28,273","24,498","15,302","9,386","3,953",565,42,"338,535","338,535","36,920","34,949","40,722","53,408","59,435","54,322","33,504","17,823","6,585",821,46,"170,132","170,132","18,913","18,015","21,746","27,270","30,008","27,737","16,422","7,672","2,168",176,5,"168,403","168,403","18,007","16,934","18,976","26,138","29,427","26,585","17,082","10,151","4,417",645,41,"348,639","348,639","37,299","35,098","41,716","54,221","59,942","56,725","36,432","19,054","7,210",894,48,"175,184","175,184","19,101","18,070","22,337","27,683","30,429","28,757","17,915","8,304","2,391",190,7,"173,455","173,455","18,198","17,028","19,379","26,538","29,513","27,968","18,517","10,750","4,819",704,41,"350,759","350,759","36,334","34,370","41,373","52,213","60,142","57,931","39,420","19,972","7,960",989,55,"176,114","176,114","18,584","17,679","22,167","26,740","30,524","29,325","19,342","8,839","2,698",208,8,"174,645","174,645","17,750","16,691","19,206","25,473","29,618","28,606","20,078","11,133","5,262",781,47
